"Sie haben folgende Auswahl für die Qualitätsdaten-Abfrage getroffen"
"Messstellentyp: Isotopen"

"Messstellen"
"Anzahl Messstellen: 24"
"Messstellen: IN70000007 Sillian, IN70000008 St. Jakob / Defreggen, IN70000053 Hochfilzen, IN70000056 Kufstein, IN70000057 Pertisau, "
"IN70000058 Achenkirch, IN70000059 Steinberg / Rofan, IN70000060 Hinterriß, IN70000061 Scharnitz, IN70000062 Seefeld / Tirol, "
"IN70000063 Gries / Brenner, IN70000064 Patscherkofel, IN70000065 Innsbruck (Universität), IN70000066 St.Martin / Gnadenwald, "
"IN70000067 Gerlos, IN70000068 Obergurgl, IN70000069 Längenfeld, IN70000070 Haiming, IN70000071 Fernpaß, IN70000072 Reutte, "
"IN70000074 Nauders, IN70000075 St.Anton / Arlberg, IN70000088 Nassereith, IN70000089 Innsbruck / Flughafen"
"Übergebene Messstellen, die in der Detailansicht nicht angezeigt werden sind im untersuchten Zeitraum nicht beprobt worden!"

"Parameter"
"Parameter: I100 Lfd. Nummer, I101 Probenahme-Beginn TT-MM-JJJJ, I102 Probenahme-(Ende) TT-MM-JJJJ, I103 Flaschengewicht g, "
"I104 Niederschlag - Monatssumme (mm), I105 Laborcode - Niederschlag I104, I106 Niederschlag - Art, I107 Lufttemperatur - Monatsmittel (°C), "
"I108 Laborcode - Lufttemperatur I107, I109 potentielle Verdunstung - Monatssumme (mm), I110 Laborcode - pot. Verdunstung I110, "
"I111 Pegelstand cm, I112 Durchfluss m³/s, I114 Delta 18O (? VSMOW), I115 Messgenauigkeit Delta 18O (?), I116 Laborcode - 18O I114, "
"I117 Delta  2H (? VSMOW), I118 Messgenauigkeit Delta 2H (?), I119 Laborcode - Deuterium I117, I120 Tritium - 3H (TE), "
"I121 Messgenauigkeit Tritium 3H, I122 Laborcode - Tritium I120, I123 freies Luftvolumen (ml) bis 2003"

"Zeitraum der Abfrage"
"Januar 1990 bis Dezember 2024"
"Probenzuordnung: GZÜV, Land"

"Definition der Ausgabe"
"Parameter werden in Spalten angezeigt."
"Leere Ergebniszeilen werden gelöscht."
"Zu Messobjekten anzeigen: GZÜV-ID, Name, Gemeinde, Höhe Messpunkt"
"Zu Parametern anzeigen: Parameter Nummer, Vollständige Bezeichnung"
"Format von Dezimalzahlen: Dezimalpunkt (.)"

"Abfrage durchgeführt durch Öffentlicher Benutzer am Mittwoch, 3. Juli 2024 um 13:37"

------------------------------------------------------------------------------------------------------------------------------------------------------

GZÜV-ID;Name;Gemeindename;Höhe Messpunkt;Monat;I100;I101;I102;I103;I104;I105;I106;I107;I108;I109;I110;I111;I112;I114;I115;I116;I117;I118;I119;I120;I121;I122;I123;
"IN70000068";"Obergurgl";"Sölden";"1938";"Mär 2014";"70000068";"01.03.2014";"31.03.2014";"646";"41";"ZAMG";"";"";"";"";"";"";"";"-17.19";"0.1";"ARC_2007-2009";"-133.7";"1";"ARC_2007-2009";"5.6";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Apr 2014";"70000068";"01.04.2014";"30.04.2014";"1080";"106";"ZAMG";"";"";"";"";"";"";"";"-14.94";"0.1";"ARC_2007-2009";"-109";"1";"ARC_2007-2009";"11.3";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mai 2014";"70000068";"01.05.2014";"31.05.2014";"944";"54";"ZAMG";"";"";"";"";"";"";"";"-10.51";"0.1";"ARC_2007-2009";"-74.3";"1";"ARC_2007-2009";"11.7";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jun 2014";"70000068";"01.06.2014";"30.06.2014";"1101";"73";"ZAMG";"";"";"";"";"";"";"";"-11.67";"0.1";"ARC_2007-2009";"-82.3";"1";"ARC_2007-2009";"10.6";"0.1";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jul 2014";"70000068";"01.07.2014";"31.07.2014";"1078";"123";"ZAMG";"";"";"";"";"";"";"";"-10.77";"0.1";"ARC_2007-2009";"-76.2";"1";"ARC_2007-2009";"6.6";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Aug 2014";"70000068";"01.08.2014";"31.08.2014";"1097";"110";"ZAMG";"";"";"";"";"";"";"";"-8.93";"0.1";"ARC_2007-2009";"-60";"1";"ARC_2007-2009";"6.4";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Sep 2014";"70000068";"01.09.2014";"30.09.2014";"680";"39";"ZAMG";"";"";"";"";"";"";"";"-10.33";"0.1";"ARC_2007-2009";"-71";"1";"ARC_2007-2009";"6.3";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Okt 2014";"70000068";"01.10.2014";"31.10.2014";"626";"49";"ZAMG";"";"";"";"";"";"";"";"-13.01";"0.1";"ARC_2007-2009";"-93.4";"1";"ARC_2007-2009";"7.3";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Nov 2014";"70000068";"01.11.2014";"30.11.2014";"1078";"160";"ZAMG";"";"";"";"";"";"";"";"-15.78";"0.1";"ARC_2007-2009";"-114.2";"1";"ARC_2007-2009";"7.7";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Dez 2014";"70000068";"01.12.2014";"31.12.2014";"420";"61";"ZAMG";"";"";"";"";"";"";"";"-19.06";"0.1";"ARC_2007-2009";"-143.2";"1";"ARC_2007-2009";"7.5";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jan 2015";"70000068";"01.01.2015";"31.01.2015";"1070";"74";"ZAMG";"";"";"";"";"";"";"";"-16.44";"0.1";"ARC_2007-2009";"-123.2";"1";"ARC_2007-2009";"4.9";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Feb 2015";"70000068";"01.02.2015";"28.02.2015";"750";"39";"ZAMG";"";"";"";"";"";"";"";"-18.01";"0.1";"ARC_2007-2009";"-138.8";"1";"ARC_2007-2009";"7.9";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mär 2015";"70000068";"01.03.2015";"31.03.2015";"1032";"65";"ZAMG";"";"";"";"";"";"";"";"-18.44";"0.1";"ARC_2007-2009";"-141.9";"1";"ARC_2007-2009";"8.3";"0.5";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Apr 2015";"70000068";"01.04.2015";"30.04.2015";"771";"52";"ZAMG";"";"";"";"";"";"";"";"-15.93";"0.1";"ARC_2007-2009";"-120.5";"1";"ARC_2007-2009";"10.9";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mai 2015";"70000068";"05.05.2015";"31.05.2015";"1085";"139";"ZAMG";"";"";"";"";"";"";"";"-10.96";"0.1";"ARC_2007-2009";"-76.2";"1";"ARC_2007-2009";"7.7";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jun 2015";"70000068";"01.06.2015";"30.06.2015";"1097";"98";"ZAMG";"";"";"";"";"";"";"";"-9.83";"0.1";"ARC_2007-2009";"-68.9";"1";"ARC_2007-2009";"11";"0.6";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Aug 2015";"70000068";"01.08.2015";"31.08.2015";"1073";"73";"ZAMG";"";"";"";"";"";"";"";"-9.31";"0.1";"ARC_2007-2009";"-64.7";"1";"ARC_2007-2009";"6.5";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Sep 2015";"70000068";"01.09.2015";"30.09.2015";"1061";"67";"ZAMG";"";"";"";"";"";"";"";"-11.54";"0.1";"ARC_2007-2009";"-79.7";"1";"ARC_2007-2009";"6.2";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Nov 2015 (1)";"70000068";"01.10.2015";"04.11.2015";"1063";"102";"ZAMG";"";"";"";"";"";"";"";"-16.26";"0.1";"ARC_2007-2009";"-116.5";"1";"ARC_2007-2009";"7.1";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Nov 2015 (2)";"70000068";"01.11.2015";"30.11.2015";"188";"12";"ZAMG";"";"";"";"";"";"";"";"-17.03";"0.1";"ARC_2007-2009";"-134.7";"1";"ARC_2007-2009";"7.1";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Dez 2015";"70000068";"01.12.2015";"31.12.2015";"162";"6";"ZAMG";"";"";"";"";"";"";"";"-15.68";"0.1";"ARC_2007-2009";"-120";"1";"ARC_2007-2009";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jan 2016";"70000068";"01.01.2016";"31.01.2016";"444";"72";"ZAMG";"";"";"";"";"";"";"";"-17.36";"0.1";"ARC_2007-2009";"-135.2";"1";"ARC_2007-2009";"4.5";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Feb 2016";"70000068";"01.02.2016";"29.02.2016";"1081";"75";"ZAMG";"";"";"";"";"";"";"";"-17.3";"0.1";"ARC_2007-2009";"-133";"1";"ARC_2007-2009";"5.3";"0.7";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mär 2016";"70000068";"01.03.2016";"31.03.2016";"444";"36";"ZAMG";"";"";"";"";"";"";"";"-19.39";"0.1";"ARC_2007-2009";"-149.8";"1";"ARC_2007-2009";"5.8";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Apr 2016";"70000068";"01.04.2016";"30.04.2016";"1070";"79";"ZAMG";"";"";"";"";"";"";"";"-12.67";"0.1";"ARC_2007-2009";"-89";"1";"ARC_2007-2009";"8";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mai 2016";"70000068";"01.05.2016";"31.05.2016";"1092";"138";"ZAMG";"";"";"";"";"";"";"";"-14.62";"0.1";"ARC_2007-2009";"-106.9";"1";"ARC_2007-2009";"8.4";"0.5";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jun 2016";"70000068";"01.06.2016";"30.06.2016";"1103";"98";"ZAMG";"";"";"";"";"";"";"";"-11.65";"0.1";"ARC_2007-2009";"-85.1";"1";"ARC_2007-2009";"7.9";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jul 2016";"70000068";"01.07.2016";"31.07.2016";"1093";"94";"ZAMG";"";"";"";"";"";"";"";"-7.19";"0.1";"ARC_2007-2009";"-46.3";"1";"ARC_2007-2009";"6.8";"0.5";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Aug 2016";"70000068";"01.08.2016";"31.08.2016";"1064";"92";"ZAMG";"";"";"";"";"";"";"";"-9.88";"0.1";"ARC_2007-2009";"-68";"1";"ARC_2007-2009";"7.6";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Sep 2016";"70000068";"01.09.2016";"30.09.2016";"600";"31";"ZAMG";"";"";"";"";"";"";"";"-12.69";"0.1";"ARC_2007-2009";"-91.5";"1";"ARC_2007-2009";"6";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Okt 2016";"70000068";"01.10.2016";"31.10.2016";"1008";"55";"ZAMG";"";"";"";"";"";"";"";"-12.1";"0.1";"ARC_2007-2009";"-85.1";"1";"ARC_2007-2009";"9.2";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Nov 2016";"70000068";"01.11.2016";"30.11.2016";"345";"40";"ZAMG";"";"";"";"";"";"";"";"-16.4";"0.1";"ARC_2007-2009";"-123.5";"1";"ARC_2007-2009";"6.7";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Dez 2016";"70000068";"01.12.2016";"31.12.2016";"96";"2";"ZAMG";"";"";"";"";"";"";"";"-11.84";"0.1";"ARC_2007-2009";"-96.1";"1";"ARC_2007-2009";"";"";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jan 2017";"70000068";"01.01.2017";"31.01.2017";"145";"52";"ZAMG";"";"";"";"";"";"";"";"-17.12";"0.1";"ARC_2007-2009";"-133.1";"1";"ARC_2007-2009";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Feb 2017";"70000068";"01.02.2017";"28.02.2017";"511";"24";"ZAMG";"";"";"";"";"";"";"";"-17.78";"0.1";"ARC_2007-2009";"-137.3";"1";"ARC_2007-2009";"5.5";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mär 2017";"70000068";"01.03.2017";"31.03.2017";"865";"72";"ZAMG";"";"";"";"";"";"";"";"-15.89";"0.1";"ARC_2007-2009";"-119.2";"1";"ARC_2007-2009";"6.3";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Apr 2017";"70000068";"01.04.2017";"30.04.2017";"710";"58";"ZAMG";"";"";"";"";"";"";"";"-12.51";"0.1";"ARC_2007-2009";"-90.2";"1";"ARC_2007-2009";"10";"0.5";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mai 2017";"70000068";"01.05.2017";"31.05.2017";"889";"57";"ZAMG";"";"";"";"";"";"";"";"-12.8";"0.1";"ARC_2007-2009";"-92.8";"1";"ARC_2007-2009";"11.6";"0.8";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jun 2017";"70000068";"01.06.2017";"30.06.2017";"1093";"105";"ZAMG";"";"";"";"";"";"";"";"-8.9";"0.1";"ARC_2007-2009";"-61.1";"1";"ARC_2007-2009";"9.9";"0.5";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jul 2017";"70000068";"01.07.2017";"31.07.2017";"984";"109";"ZAMG";"";"";"";"";"";"";"";"-6.08";"0.1";"ARC_2007-2009";"-40";"1";"ARC_2007-2009";"10.7";"0.8";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Aug 2017";"70000068";"01.08.2017";"31.08.2017";"929";"155";"ZAMG";"";"";"";"";"";"";"";"-4.18";"0.1";"ARC_2007-2009";"-36.3";"1";"ARC_2007-2009";"8.9";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Sep 2017";"70000068";"01.09.2017";"30.09.2017";"1068";"101";"ZAMG";"";"";"";"";"";"";"";"-11.46";"0.1";"ARC_2007-2009";"-83.2";"1";"ARC_2007-2009";"6.4";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Okt 2017";"70000068";"01.10.2017";"31.10.2017";"593";"35";"ZAMG";"";"";"";"";"";"";"";"-11.85";"0.1";"ARC_2007-2009";"-86.8";"1";"ARC_2007-2009";"7.6";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Nov 2017";"70000068";"01.11.2017";"30.11.2017";"228";"67";"ZAMG";"";"";"";"";"";"";"";"-20.13";"0.1";"ARC_2007-2009";"-153.6";"1";"ARC_2007-2009";"6";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Dez 2017";"70000068";"01.12.2017";"31.12.2017";"77";"70";"ZAMG";"";"";"";"";"";"";"";"-14.01";"0.1";"ARC_2007-2009";"-114.1";"1";"ARC_2007-2009";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jan 2018";"70000068";"";"31.01.2018";"";"196";"ZAMG";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Feb 2018";"70000068";"";"28.02.2018";"";"36";"ZAMG";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mär 2018";"70000068";"";"31.03.2018";"";"53";"ZAMG";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Apr 2018";"70000068";"01.04.2018";"30.04.2018";"266";"41";"ZAMG";"";"";"";"";"";"";"";"-10.74";"0.1";"ARC_2007-2009";"-76.1";"1";"ARC_2007-2009";"8.6";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mai 2018";"70000068";"01.05.2018";"31.05.2018";"331";"44";"ZAMG";"";"";"";"";"";"";"";"-6.69";"0.1";"ARC_2007-2009";"-52.7";"1";"ARC_2007-2009";"12.1";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jun 2018";"70000068";"01.06.2018";"30.06.2018";"164";"41";"ZAMG";"";"";"";"";"";"";"";"";"0.1";"ARC_2007-2009";"";"1";"ARC_2007-2009";"8.1";"0.6";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jul 2018";"70000068";"01.07.2018";"31.07.2018";"164";"88";"ZAMG";"";"";"";"";"";"";"";"";"0.1";"ARC_2007-2009";"";"1";"ARC_2007-2009";"11.1";"0.9";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Aug 2018";"70000068";"01.08.2018";"31.08.2018";"125";"153";"ZAMG";"";"";"";"";"";"";"";"";"0.1";"ARC_2007-2009";"";"1";"ARC_2007-2009";"10.5";"0.9";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Sep 2018";"70000068";"01.09.2018";"30.09.2018";"111";"47";"ZAMG";"";"";"";"";"";"";"";"";"0.1";"ARC_2007-2009";"";"1";"ARC_2007-2009";"9.2";"0.9";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Okt 2018";"70000068";"01.10.2018";"31.10.2018";"91";"161";"ZAMG";"";"";"";"";"";"";"";"";"0.1";"ARC_2007-2009";"";"1";"ARC_2007-2009";"8";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Nov 2018";"70000068";"01.11.2018";"30.11.2018";"745";"34";"ZAMG";"";"";"";"";"";"";"";"-11.9";"0.1";"ARC_2007-2009";"-83.9";"1";"ARC_2007-2009";"6.4";"0.3";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Dez 2018";"70000068";"01.12.2018";"31.12.2018";"251";"106";"ZAMG";"";"";"";"";"";"";"";"-16.57";"0.1";"ARC_2007-2009";"-125.3";"1";"ARC_2007-2009";"7.2";"0.4";"ARC_2007-2009";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jan 2019";"";"01.01.2019";"31.01.2019";"67";"";"";"";"";"";"";"";"";"";"";"0.1";"Hydroisotop";"";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Feb 2019";"";"01.02.2019";"28.02.2019";"87";"";"";"";"";"";"";"";"";"";"";"0.1";"Hydroisotop";"";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mär 2019";"";"01.03.2019";"31.03.2019";"109";"";"";"";"";"";"";"";"";"";"-13.24";"0.1";"Hydroisotop";"-101.1";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Apr 2019";"";"01.04.2019";"30.04.2019";"1066";"";"";"";"";"";"";"";"";"";"-14";"0.1";"Hydroisotop";"-100";"1";"Hydroisotop";"9.7";"0.7";"Hydroisotop";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mai 2019";"";"01.05.2019";"31.05.2019";"1060";"";"";"";"";"";"";"";"";"";"-17.74";"0.1";"Hydroisotop";"-134.4";"1";"Hydroisotop";"13";"0.8";"Hydroisotop";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jun 2019";"";"01.06.2019";"30.06.2019";"1020";"";"";"";"";"";"";"";"";"";"-2.78";"0.1";"Hydroisotop";"-19.5";"1";"Hydroisotop";"11";"0.9";"Hydroisotop";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jul 2019";"";"01.07.2019";"31.07.2019";"1086";"";"";"";"";"";"";"";"";"";"-6.85";"0.1";"Hydroisotop";"-44.9";"1";"Hydroisotop";"13.3";"0.6";"Hydroisotop";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Aug 2019";"";"01.08.2019";"31.08.2019";"1088";"";"";"";"";"";"";"";"";"";"-6.19";"0.1";"Hydroisotop";"-41.1";"1";"Hydroisotop";"8.8";"0.9";"Hydroisotop";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Sep 2019";"";"01.09.2019";"30.09.2019";"683";"";"";"";"";"";"";"";"";"";"-12.33";"0.1";"Hydroisotop";"-88.4";"1";"Hydroisotop";"10.5";"0.7";"Hydroisotop";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jan 2022";"";"01.01.2022";"31.01.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Feb 2022";"";"01.02.2022";"28.02.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mär 2022";"";"01.03.2022";"31.03.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Apr 2022";"";"01.04.2022";"30.04.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mai 2022";"";"01.05.2022";"31.05.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jun 2022";"";"01.06.2022";"30.06.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jul 2022";"";"01.07.2022";"31.07.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Aug 2022";"";"01.08.2022";"31.08.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Sep 2022";"";"01.09.2022";"30.09.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Okt 2022";"";"01.10.2022";"31.10.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Nov 2022";"";"01.11.2022";"30.11.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Dez 2022";"";"01.12.2022";"31.12.2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jan 2023";"";"01.01.2023";"31.01.2023";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Feb 2023";"";"01.02.2023";"28.02.2023";"";"";"";"";"";"";"";"";"";"";"-20.65";"0.1";"Hydroisotop";"-159.5";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mär 2023";"";"01.03.2023";"31.03.2023";"";"";"";"";"";"";"";"";"";"";"-13.81";"0.1";"Hydroisotop";"-100.6";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Apr 2023";"";"01.04.2023";"30.04.2023";"";"";"";"";"";"";"";"";"";"";"-14.81";"0.1";"Hydroisotop";"-116.3";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Mai 2023";"";"01.05.2023";"31.05.2023";"";"";"";"";"";"";"";"";"";"";"-17.91";"0.1";"Hydroisotop";"-135.6";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jun 2023";"";"01.06.2023";"30.06.2023";"";"";"";"";"";"";"";"";"";"";"-7.29";"0.1";"Hydroisotop";"-58.7";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Jul 2023";"";"01.07.2023";"31.07.2023";"";"";"";"";"";"";"";"";"";"";"-7.49";"0.1";"Hydroisotop";"-52.5";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Aug 2023";"";"01.08.2023";"31.08.2023";"";"";"";"";"";"";"";"";"";"";"-7.73";"0.1";"Hydroisotop";"-49.3";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Sep 2023";"";"01.09.2023";"30.09.2023";"";"";"";"";"";"";"";"";"";"";"-9.39";"0.1";"Hydroisotop";"-63.3";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Okt 2023";"";"01.10.2023";"31.10.2023";"";"";"";"";"";"";"";"";"";"";"-12.73";"0.1";"Hydroisotop";"-95.1";"1";"Hydroisotop";"";"";"";"";
"IN70000068";"Obergurgl";"Sölden";"1938";"Nov 2023";"";"01.11.2023";"30.11.2023";"";"";"";"";"";"";"";"";"";"";"-16.37";"0.1";"Hydroisotop";"-123.1";"1";"Hydroisotop";"";"";"";"";
"IN70000069";"Längenfeld";"Längenfeld";"1180";"Jan 1990";"";"01.01.1990";"31.01.1990";"";"14";"Hydrograph. Dienst";"";"-3.4";"Hydrograph. Dienst";"";"";"";"";"-16.05";"";"GSF-München";"-123.5";"";"GSF-München";"7.3";"";"Seibersdorf Research-Arsenal";"150";
"IN70000069";"Längenfeld";"Längenfeld";"1180";"Feb 1990";"";"01.02.1990";"28.02.1990";"";"116";"Hydrograph. Dienst";"";"1";"Hydrograph. Dienst";"";"";"";"";"-15.44";"";"GSF-München";"-121.3";"";"GSF-München";"12";"";"Seibersdorf Research-Arsenal";"5";
"IN70000069";"Längenfeld";"Längenfeld";"1180";"Mär 1990";"";"01.03.1990";"31.03.1990";"";"24";"Hydrograph. Dienst";"";"4";"Hydrograph. Dienst";"";"";"";"";"-15.64";"";"GSF-München";"-118.4";"";"GSF-München";"15.4";"";"Seibersdorf Research-Arsenal";"600";
"IN70000069";"Längenfeld";"Längenfeld";"1180";"Apr 1990";"";"01.04.1990";"30.04.1990";"";"47";"Hydrograph. Dienst";"";"4.6";"Hydrograph. Dienst";"";"";"";"";"-16.34";"";"GSF-München";"-122.3";"";"GSF-München";"16.4";"";"Seibersdorf Research-Arsenal";"5";
"IN70000069";"Längenfeld";"Längenfeld";"1180";"Mai 1990";"";"01.05.1990";"31.05.1990";"";"61";"Hydrograph. Dienst";"";"11";"Hydrograph. Dienst";"";"";"";"";"-6.89";"";"GSF-München";"-45.8";"";"GSF-München";"24.2";"";"Seibersdorf Research-Arsenal";"5";
"IN70000069";"Längenfeld";"Längenfeld";"1180";"Jun 1990";"";"01.06.1990";"30.06.1990";"";"97";"Hydrograph. Dienst";"";"13";"Hydrograph. Dienst";"";"";"";"";"-9.83";"";"GSF-München";"-70.6";"";"GSF-München";"18.7";"";"Seibersdorf Research-Arsenal";"5";
